dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1673852400,2023-01-16 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.97,10000,15.93,18.37,29.84,32.22,1016,,,49,21.92,340,29.97,,,,,0,800,Clear,sky is clear,01n
1673856000,2023-01-16 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.22,10000,15.64,18.16,28.85,31.98,1016,,,50,18.34,350,27.74,,,,,75,803,Clouds,broken clouds,04n
1673859600,2023-01-16 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.15,10000,15.15,18.07,28.94,31.98,1016,,,49,18.34,340,0,,,,,75,803,Clouds,broken clouds,04n
1673863200,2023-01-16 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.04,10000,15.46,19.08,28.94,31.98,1016,,,50,14.99,330,0,,,,,100,804,Clouds,overcast clouds,04n
1673866800,2023-01-16 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.48,10000,16.5,17.56,27.84,31.15,1015,,,54,17.22,330,0,,,,,100,804,Clouds,overcast clouds,04n
1673870400,2023-01-16 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.5,10000,16.14,17.22,27.84,32.16,1015,,,53,18.34,340,0,,,,,75,803,Clouds,broken clouds,04n
1673874000,2023-01-16 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.05,10000,16.47,17.01,27.95,31.98,1015,,,55,17.22,320,0,,,,,20,801,Clouds,few clouds,02d
1673877600,2023-01-16 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.75,10000,16.77,18.3,28.74,31.95,1014,,,54,16.11,330,0,,,,,20,801,Clouds,few clouds,02d
1673881200,2023-01-16 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.87,10000,15.93,22.3,30.54,34,1014,,,47,12.75,330,0,,,,,0,800,Clear,sky is clear,01d
1673884800,2023-01-16 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.2,10000,16.38,27.07,33.94,36.21,1013,,,42,11.41,350,0,,,,,0,800,Clear,sky is clear,01d
1673888400,2023-01-16 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.67,10000,16.84,30.6,36.84,38.95,1011,,,39,10.36,300,,,,,,0,800,Clear,sky is clear,01d
1673892000,2023-01-16 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.14,10000,16.2,34.5,39.97,42.22,1010,,,33,11.41,310,0,,,,,0,800,Clear,sky is clear,01d
1673895600,2023-01-16 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.89,10000,15.04,39.18,43.95,46.22,1009,,,27,11.41,310,0,,,,,0,800,Clear,sky is clear,01d
1673899200,2023-01-16 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48.18,10000,16.02,42.91,45.95,49.21,1009,,,25,12.75,300,0,,,,,0,800,Clear,sky is clear,01d
1673902800,2023-01-16 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48.51,10000,15.42,42.73,45.95,49.21,1009,,,24,14.99,310,0,,,,,0,800,Clear,sky is clear,01d
1673906400,2023-01-16 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.22,10000,15.3,39.52,44.85,47.97,1009,,,26,16.11,320,0,,,,,0,800,Clear,sky is clear,01n
1673910000,2023-01-16 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.49,10000,15.48,37.29,42.85,46.45,1009,,,28,16.11,310,0,,,,,0,800,Clear,sky is clear,01n
1673913600,2023-01-17 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.59,10000,16.18,36.45,41.85,45.19,1009,,,30,14.99,310,0,,,,,0,800,Clear,sky is clear,01n
1673917200,2023-01-17 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.62,10000,14.74,34.88,40.84,43.97,1009,,,29,16.11,310,0,,,,,0,800,Clear,sky is clear,01n
1673920800,2023-01-17 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.38,10000,15.76,32.68,39.85,42.96,1010,,,32,18.34,310,0,,,,,0,800,Clear,sky is clear,01n
1673924400,2023-01-17 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.57,10000,17.53,32.58,38.84,41.97,1009,,,36,14.99,310,0,,,,,0,800,Clear,sky is clear,01n
1673928000,2023-01-17 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.55,10000,18.09,30.74,36.97,40.21,1009,,,40,12.75,320,0,,,,,0,800,Clear,sky is clear,01n
1673931600,2023-01-17 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.85,10000,19,30.85,35.85,39.96,1009,,,43,10.29,310,0,,,,,0,800,Clear,sky is clear,01n
1673935200,2023-01-17 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.33,10000,19.98,30.2,34.84,38.97,1009,,,46,10.29,300,0,,,,,0,800,Clear,sky is clear,01n
1673938800,2023-01-17 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,36.72,10000,19.92,28.42,35.94,37.96,1009,,,47,12.75,300,0,,,,,0,800,Clear,sky is clear,01n
1673942400,2023-01-17 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,36.57,10000,19.81,28.78,33.85,37.96,1009,,,47,11.41,280,0,,,,,0,800,Clear,sky is clear,01n
1673946000,2023-01-17 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.13,10000,18.18,28.02,33.15,37.22,1008,,,46,9.17,280,0,,,,,0,800,Clear,sky is clear,01n
1673949600,2023-01-17 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.65,10000,19.49,28.67,33.85,37.02,1008,,,48,9.17,300,0,,,,,0,800,Clear,sky is clear,01n
1673953200,2023-01-17 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.74,10000,18.68,29.37,33.85,37.02,1008,,,46,8.05,270,0,,,,,0,800,Clear,sky is clear,01n
1673956800,2023-01-17 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.51,10000,18.03,28.49,33.85,37.22,1008,,,45,9.17,280,0,,,,,0,800,Clear,sky is clear,01n
1673960400,2023-01-17 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,36.39,10000,18.75,28.54,34.95,38.21,1008,,,45,11.41,270,0,,,,,75,803,Clouds,broken clouds,04d
1673964000,2023-01-17 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.37,10000,20.37,33.22,36.97,40.35,1008,,,45,6.93,280,0,,,,,100,804,Clouds,overcast clouds,04d
1673967600,2023-01-17 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.86,10000,18.88,36.79,38.97,43.14,1008,,,38,5.99,284,8.01,,,,,0,800,Clear,sky is clear,01d
1673971200,2023-01-17 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.46,10000,18.46,42.46,40.95,44.22,1007,,,35,2.24,260,0,,,,,0,800,Clear,sky is clear,01d
1673974800,2023-01-17 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.74,10000,18.25,41.07,42.15,44.94,1006,,,33,4.7,270,0,,,,,100,804,Clouds,overcast clouds,04d
1673978400,2023-01-17 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.81,10000,20.12,40.41,41.95,46.74,1005,,,36,5.82,150,0,,,,,100,804,Clouds,overcast clouds,04d
1673982000,2023-01-17 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.26,10000,21.6,39.74,42.15,46.47,1004,,,38,8.05,200,0,,,,,100,804,Clouds,overcast clouds,04d
1673985600,2023-01-17 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.63,10000,20.97,41.95,43.99,47.37,1004,,,35,6.93,160,0,,,,,100,804,Clouds,overcast clouds,04d
1673989200,2023-01-17 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.23,10000,21.25,40.44,43.14,46.94,1004,,,36,9.17,220,0,,,,,100,500,Rain,light rain,10d
1673992800,2023-01-17 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.05,10000,23.31,40.71,42.94,46.94,1004,,,40,8.05,200,0,0.2,,,,100,500,Rain,light rain,10n
1673996400,2023-01-17 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.42,10000,24.33,40.5,42.94,46.94,1004,,,43,6.93,190,0,,,,,100,804,Clouds,overcast clouds,04n
1674000000,2023-01-18 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.1,10000,25.5,38.61,42.85,46.74,1004,,,46,10.29,200,0,,,,,100,804,Clouds,overcast clouds,04n
1674003600,2023-01-18 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.6,10000,26.37,40.17,42.15,46.74,1005,,,47,8.05,250,0,,,,,100,804,Clouds,overcast clouds,04n
1674007200,2023-01-18 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.25,10000,27.79,40.48,43.95,46.94,1005,,,49,9.17,260,0,,,,,100,804,Clouds,overcast clouds,04n
1674010800,2023-01-18 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.27,10000,28.24,40.5,43.84,47.16,1005,,,50,9.17,260,0,,,,,100,804,Clouds,overcast clouds,04n
1674014400,2023-01-18 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.99,10000,28.45,39.42,42.15,46.17,1004,,,53,8.05,220,0,,,,,75,803,Clouds,broken clouds,04n
1674018000,2023-01-18 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.61,10000,29.32,39.52,41.85,45.39,1004,,,56,6.93,270,0,,,,,0,800,Clear,sky is clear,01n
1674021600,2023-01-18 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.03,10000,30.34,38.84,41.85,44.94,1004,,,60,6.91,230,,,,,,75,803,Clouds,broken clouds,04n
1674025200,2023-01-18 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.66,8047,32.49,35.92,40.95,45.16,1004,,,67,12.75,260,0,0.51,,,,100,500,Rain,light rain,10n
1674028800,2023-01-18 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.24,10000,34.9,36.3,40.96,44.49,1004,,,75,10.29,250,0,0.41,,,,100,500,Rain,light rain,10n
1674032400,2023-01-18 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.96,10000,35.6,35.96,41.85,44.94,1004,,,75,13.87,260,0,,1.27,,,100,500,Rain,light rain,10n
1674036000,2023-01-18 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.27,10000,36.23,36.01,41.85,44.96,1005,,,76,15.01,360,28.99,,,,,100,804,Clouds,overcast clouds,04n
1674039600,2023-01-18 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.57,10000,37.18,34.75,41.85,45.39,1005,,,78,21.99,360,31,,,,,100,804,Clouds,overcast clouds,04n
1674043200,2023-01-18 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.08,10000,37.67,36.75,42.85,47.16,1006,,,78,16.11,280,0,,,,,100,804,Clouds,overcast clouds,04n
1674046800,2023-01-18 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.5,10000,38.71,39.45,42.98,48,1007,,,77,13,360,25.01,,,,,100,804,Clouds,overcast clouds,04d
1674050400,2023-01-18 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,47.91,10000,40.39,41.45,46.99,49.87,1009,,,75,17.22,300,0,,,,,100,804,Clouds,overcast clouds,04d
1674054000,2023-01-18 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.02,10000,40.26,47.97,47.95,51.22,1009,,,69,20.8,300,0,,,,,100,804,Clouds,overcast clouds,04d
1674057600,2023-01-18 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.26,10000,38.28,48.96,48.9,52.21,1009,,,61,26.4,310,0,,,,,100,804,Clouds,overcast clouds,04d
1674061200,2023-01-18 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.75,10000,36.57,49.24,49.98,52.14,1008,,,56,29.97,310,36.91,,,,,40,802,Clouds,scattered clouds,03d
1674064800,2023-01-18 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.75,10000,35.65,49.15,49.95,52.75,1008,,,54,27.74,320,0,,,,,75,803,Clouds,broken clouds,04d
1674068400,2023-01-18 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.25,10000,35.65,49.66,50.95,52.95,1009,,,53,25.28,310,35.79,,,,,40,802,Clouds,scattered clouds,03d
1674072000,2023-01-18 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.79,10000,32.61,49.93,50.95,52.93,1010,,,46,23.04,310,0,,,,,20,801,Clouds,few clouds,02d
1674075600,2023-01-18 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.05,10000,32.47,49.17,50.85,52.93,1011,,,47,26.4,300,0,,,,,20,801,Clouds,few clouds,02d
1674079200,2023-01-18 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.65,10000,35.55,48.04,49.84,51.17,1012,,,56,16.11,310,0,,,,,0,800,Clear,sky is clear,01n
1674082800,2023-01-18 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.5,10000,35.35,43.27,48.54,51.13,1013,,,58,18.34,310,0,,,,,0,800,Clear,sky is clear,01n
1674086400,2023-01-19 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48.83,10000,35.15,41.92,46.96,50.59,1014,,,59,20.8,310,0,,,,,0,800,Clear,sky is clear,01n
1674090000,2023-01-19 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48.78,10000,35.11,42.06,46.85,49.96,1015,,,59,19.69,320,28.86,,,,,0,800,Clear,sky is clear,01n
1674093600,2023-01-19 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,47.28,10000,35.74,41.16,44.85,48.94,1015,,,64,14.99,300,0,,,,,0,800,Clear,sky is clear,01n
1674097200,2023-01-19 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.85,10000,35.73,42.44,45.05,47.95,1016,,,65,9.17,330,0,,,,,0,800,Clear,sky is clear,01n
1674100800,2023-01-19 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.99,10000,34.9,40.14,43.99,47.17,1016,,,65,12.75,310,0,,,,,0,800,Clear,sky is clear,01n
1674104400,2023-01-19 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.85,10000,33.82,39.54,42.15,45.95,1016,,,65,10.29,330,0,,,,,0,800,Clear,sky is clear,01n
1674108000,2023-01-19 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.51,10000,34.25,40.06,41.99,45.97,1017,,,67,8.05,310,0,0.25,,,,0,500,Rain,light rain,10n
1674111600,2023-01-19 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.02,10000,33.19,37.72,40.98,44.96,1016,,,68,9.17,270,0,,,,,0,800,Clear,sky is clear,01n
1674115200,2023-01-19 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.13,10000,33.42,35.74,40.14,44.17,1017,,,71,11.41,300,20.8,,,,,0,800,Clear,sky is clear,01n
1674118800,2023-01-19 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.86,10000,33.17,36.3,39.15,44.17,1017,,,71,9.17,290,0,,,,,0,800,Clear,sky is clear,01n
1674122400,2023-01-19 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.42,10000,34.05,36.99,39.85,43.97,1017,,,72,9.17,300,0,,,,,0,800,Clear,sky is clear,01n
1674126000,2023-01-19 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.53,10000,33.46,37.65,39.85,43.97,1017,,,70,8.05,320,0,,,,,0,800,Clear,sky is clear,01n
1674129600,2023-01-19 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.39,10000,33.31,38.71,39.85,43.97,1018,,,70,5.82,330,0,,,,,0,800,Clear,sky is clear,01n
1674133200,2023-01-19 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.94,10000,32.52,38.73,40.14,43.97,1018,,,69,5.01,287,5.99,0.25,,,,100,500,Rain,light rain,10d
1674136800,2023-01-19 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.21,10000,34.54,38.5,40.84,44.17,1017,,,74,5.82,70,0,0.3,,,,100,500,Rain,light rain,10d
1674140400,2023-01-19 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.72,6437,36.34,36.1,39.96,43.21,1017,,,81,9.22,70,,1.34,,,,100,501,Rain,moderate rain,10d
1674144000,2023-01-19 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.31,6437,38.03,35.15,39.54,43.21,1016,,,88,10.29,150,0,1.53,,,,100,501,Rain,moderate rain,10d
1674144000,2023-01-19 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.31,6437,38.03,35.15,39.54,43.21,1016,,,88,10.29,150,0,1.53,,,,100,701,Mist,mist,50d
1674147600,2023-01-19 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.16,10000,37.89,35.98,39.85,42.22,1015,,,88,8.05,110,0,0.74,,,,100,500,Rain,light rain,10d
1674151200,2023-01-19 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.87,6437,38.17,34.61,39.85,42.22,1014,,,90,10.29,130,0,1.26,,,,100,501,Rain,moderate rain,10d
1674151200,2023-01-19 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.87,6437,38.17,34.61,39.85,42.22,1014,,,90,10.29,130,0,1.26,,,,100,701,Mist,mist,50d
1674154800,2023-01-19 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.95,8047,38.53,33.76,39.85,42.22,1013,,,91,12.75,130,0,0.59,,,,100,500,Rain,light rain,10d
1674154800,2023-01-19 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.95,8047,38.53,33.76,39.85,42.22,1013,,,91,12.75,130,0,0.59,,,,100,701,Mist,mist,50d
1674158400,2023-01-19 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.41,2414,39.27,35.76,39.85,42.22,1012,,,92,9.17,70,0,1.81,,,,100,501,Rain,moderate rain,10d
1674158400,2023-01-19 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.41,2414,39.27,35.76,39.85,42.22,1012,,,92,9.17,70,0,1.81,,,,100,701,Mist,mist,50d
1674162000,2023-01-19 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.94,8047,40.06,34.32,40.84,43.21,1011,,,93,14.99,80,0,3.64,,,,100,501,Rain,moderate rain,10d
1674162000,2023-01-19 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.94,8047,40.06,34.32,40.84,43.21,1011,,,93,14.99,80,0,3.64,,,,100,701,Mist,mist,50d
1674165600,2023-01-19 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.38,9656,39.51,33.6,38.95,42.49,1009,,,93,14.99,100,0,1.75,,,,100,501,Rain,moderate rain,10n
1674165600,2023-01-19 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.38,9656,39.51,33.6,38.95,42.49,1009,,,93,14.99,100,0,1.75,,,,100,701,Mist,mist,50n
1674169200,2023-01-19 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.41,6437,39.81,33.33,39.96,42.49,1007,,,94,16.11,90,0,1.05,,,,100,501,Rain,moderate rain,10n
1674169200,2023-01-19 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.41,6437,39.81,33.33,39.96,42.49,1007,,,94,16.11,90,0,1.05,,,,100,701,Mist,mist,50n
1674172800,2023-01-20 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.81,4023,40.21,34.86,39.9,43.03,1006,,,94,12.75,50,0,1.05,,,,100,501,Rain,moderate rain,10n
1674172800,2023-01-20 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.81,4023,40.21,34.86,39.9,43.03,1006,,,94,12.75,50,0,1.05,,,,100,701,Mist,mist,50n
1674176400,2023-01-20 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.19,4023,39.76,35.82,39.9,43.97,1005,,,91,11.41,50,0,0.85,,,,100,500,Rain,light rain,10n
1674176400,2023-01-20 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.19,4023,39.76,35.82,39.9,43.97,1005,,,91,11.41,50,0,0.85,,,,100,701,Mist,mist,50n
1674180000,2023-01-20 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.39,2816,41.05,35.22,39.9,44.01,1003,,,95,13.87,350,0,1.36,,,,100,501,Rain,moderate rain,10n
1674180000,2023-01-20 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.39,2816,41.05,35.22,39.9,44.01,1003,,,95,13.87,350,0,1.36,,,,100,701,Mist,mist,50n
1674183600,2023-01-20 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.98,6437,39.4,32.77,39.85,42.98,1002,,,94,16.11,350,0,4.54,7.11,,,100,502,Rain,heavy intensity rain,10n
1674183600,2023-01-20 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.98,6437,39.4,32.77,39.85,42.98,1002,,,94,16.11,350,0,4.54,7.11,,,100,701,Mist,mist,50n
1674187200,2023-01-20 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.74,10000,40.14,36.16,39.85,43.21,1003,,,94,9.17,40,0,0.83,,,,100,500,Rain,light rain,10n
1674190800,2023-01-20 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.13,10000,39.54,36.54,39.85,42.96,1001,,,94,6.93,320,0,,,,,100,804,Clouds,overcast clouds,04n
1674194400,2023-01-20 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.13,10000,39.54,35.92,39.85,42.22,1002,,,94,8.05,350,0,27.69,,,,100,503,Rain,very heavy rain,10n
1674198000,2023-01-20 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.61,10000,39.74,36,39.96,43.97,1002,,,93,9.17,270,0,,,,,100,804,Clouds,overcast clouds,04n
1674201600,2023-01-20 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.11,10000,39.52,36.52,39.85,42.22,1002,,,94,6.93,320,0,,,,,100,804,Clouds,overcast clouds,04n
1674205200,2023-01-20 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.98,10000,39.11,36.36,39.54,42.96,1003,,,93,6.93,300,0,,,,,100,804,Clouds,overcast clouds,04n
1674208800,2023-01-20 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.77,10000,38.91,36.1,38.97,42.96,1003,,,93,6.93,290,0,,,,,100,804,Clouds,overcast clouds,04n
1674212400,2023-01-20 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.39,10000,38.25,35.04,38.84,42.22,1003,,,92,8.05,270,0,,,,,100,804,Clouds,overcast clouds,04n
1674216000,2023-01-20 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.41,10000,37.99,34.52,38.95,42.22,1003,,,91,9.17,280,0,1.78,,,,0,501,Rain,moderate rain,10n
1674219600,2023-01-20 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.89,10000,38.7,34.93,40.95,45.21,1003,,,85,17.22,300,0,,,,,75,803,Clouds,broken clouds,04d
1674223200,2023-01-20 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.51,10000,38.41,36.46,42.96,46.22,1004,,,79,19.69,280,0,,,,,0,800,Clear,sky is clear,01d
1674226800,2023-01-20 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.95,10000,37.45,37.9,44.83,47.97,1004,,,72,21.92,280,0,0.25,,,,75,500,Rain,light rain,10d
1674230400,2023-01-20 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,47.48,10000,35.53,39.92,46.74,49.21,1004,,,63,21.92,290,0,,,,,75,803,Clouds,broken clouds,04d
1674234000,2023-01-20 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48,10000,34.81,40.05,46.85,50,1004,,,60,25.28,300,0,,,,,100,804,Clouds,overcast clouds,04d
1674237600,2023-01-20 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.76,10000,34.84,37.51,45.55,48.96,1004,,,63,31,306,32.01,,,,,100,500,Rain,light rain,10d
1674241200,2023-01-20 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.58,10000,35.46,37.96,45.91,48.22,1005,,,65,26.4,290,0,,,,,100,500,Rain,light rain,10d
1674244800,2023-01-20 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,47.48,10000,34.3,39.16,45.84,49.21,1006,,,60,26.4,290,0,,,,,100,804,Clouds,overcast clouds,04d
1674248400,2023-01-20 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.78,10000,33.64,37.51,45.84,48.22,1007,,,60,31.09,290,0,,,,,100,804,Clouds,overcast clouds,04d
1674252000,2023-01-20 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.15,10000,33.46,37.56,44.85,47.97,1008,,,61,25.28,300,0,,,,,100,804,Clouds,overcast clouds,04n
1674255600,2023-01-20 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,45.37,10000,33.53,38.16,43.84,46.96,1009,,,63,17.22,290,23.04,,,,,100,804,Clouds,overcast clouds,04n
1674259200,2023-01-21 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,44.35,10000,32.95,36.55,42.85,46.17,1010,,,64,18.34,290,0,,,,,75,803,Clouds,broken clouds,04n
1674262800,2023-01-21 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.74,10000,32.76,36.03,41.85,45.16,1011,,,65,17.22,280,0,,,,,75,803,Clouds,broken clouds,04n
1674266400,2023-01-21 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,43.39,10000,32.43,35.89,41.85,45.16,1012,,,65,16.11,280,0,,,,,100,804,Clouds,overcast clouds,04n
1674270000,2023-01-21 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.71,10000,32.16,35.31,40.96,44.96,1012,,,66,14.99,280,0,,,,,100,804,Clouds,overcast clouds,04n
1674273600,2023-01-21 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.91,10000,32.34,35.56,40.84,44.94,1013,,,66,14.99,290,0,,,,,100,804,Clouds,overcast clouds,04n
1674277200,2023-01-21 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,42.58,10000,32.77,35.47,41.59,43.97,1013,,,68,13.87,290,0,,,,,100,500,Rain,light rain,10n
1674280800,2023-01-21 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.68,10000,32.02,34.84,38.97,42.96,1014,,,71,9.17,330,0,,,,,100,804,Clouds,overcast clouds,04n
1674284400,2023-01-21 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.62,10000,31.35,34.29,38.95,41.95,1014,,,69,10.29,310,0,,,,,100,804,Clouds,overcast clouds,04n
1674288000,2023-01-21 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,40.17,10000,30.65,31.12,38.84,41.97,1015,,,68,18.34,300,0,,,,,100,804,Clouds,overcast clouds,04n
