dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1640995200,2022-01-01 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.91,10000,45.9,48.11,47.95,52.14,1014,,,86,5.01,198,8.01,,,,,100,804,Clouds,overcast clouds,04n
1640998800,2022-01-01 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.91,10000,46.2,48.76,47.95,52.14,1014,,,87,4,198,8.01,,,,,100,804,Clouds,overcast clouds,04n
1641002400,2022-01-01 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.41,9656,46.08,49.15,48.96,52.14,1013,,,85,3.44,260,,,,,,100,721,Haze,haze,50n
1641006000,2022-01-01 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.75,10000,46.04,47.91,47.95,52.14,1013,,,87,5.01,146,5.99,,,,,100,804,Clouds,overcast clouds,04n
1641009600,2022-01-01 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.75,10000,46.35,47.91,47.95,52.14,1013,,,88,5.01,167,5.01,,,,,100,804,Clouds,overcast clouds,04n
1641013200,2022-01-01 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.73,,46.62,47.89,47.97,51.94,1013,,,89,5.01,150,7,,,,,100,804,Clouds,overcast clouds,04n
1641016800,2022-01-01 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.48,,46.38,47.61,47.95,51.94,1013,,,89,5.01,149,15.01,,,,,100,804,Clouds,overcast clouds,04n
1641020400,2022-01-01 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.05,10000,46.94,48.94,48.94,52.14,1012,,,89,3,132,3,0.68,,,,100,500,Rain,light rain,10n
1641024000,2022-01-01 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.32,10000,46.9,49.19,48.96,52.14,1012,,,88,5.01,94,8.01,,,,,100,804,Clouds,overcast clouds,04n
1641027600,2022-01-01 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.23,10000,46.13,45.09,48.15,50.95,1011,,,89,10,119,11.99,,,,,100,500,Rain,light rain,10n
1641031200,2022-01-01 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,49.77,9656,47.25,47.39,48.15,50.95,1011,,,91,5.99,123,11.01,,,,,100,701,Mist,mist,50n
1641034800,2022-01-01 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.14,6437,47.34,49.08,48.94,52.14,1010,,,90,10,159,13,0.25,,,,100,500,Rain,light rain,10n
1641034800,2022-01-01 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.14,6437,47.34,49.08,48.94,52.14,1010,,,90,10,159,13,0.25,,,,100,701,Mist,mist,50n
1641038400,2022-01-01 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.63,8047,48.11,49.68,48.96,52.14,1010,,,91,5.01,180,5.01,0.25,,,,100,500,Rain,light rain,10n
1641038400,2022-01-01 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.63,8047,48.11,49.68,48.96,52.14,1010,,,91,5.01,180,5.01,0.25,,,,100,701,Mist,mist,50n
1641042000,2022-01-01 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.54,4828,47.71,49.53,49.95,52.14,1010,,,90,11.99,128,15.01,0.85,,,,100,701,Mist,mist,50d
1641042000,2022-01-01 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.54,4828,47.71,49.53,49.95,52.14,1010,,,90,11.99,128,15.01,0.85,,,,100,501,Rain,moderate rain,10d
1641045600,2022-01-01 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,50.54,10000,47.71,49.53,49.95,52.14,1010,,,90,8.01,152,11.01,0.64,,,,100,500,Rain,light rain,10d
1641049200,2022-01-01 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.89,,49.35,51.06,50.97,52.95,1011,,,91,8.01,196,21,0.42,,,,100,500,Rain,light rain,10d
1641052800,2022-01-01 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.81,10000,50.25,52.07,51.15,53.94,1010,,,91,11.99,136,20,0.38,,,,100,500,Rain,light rain,10d
1641056400,2022-01-01 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.53,10000,50.97,52.86,51.15,54.95,1008,,,91,6.91,250,,0.38,,,,100,500,Rain,light rain,10d
1641060000,2022-01-01 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.63,10000,52.05,54.07,51.98,55.17,1008,,,91,8.99,200,15.99,0.36,,,,100,500,Rain,light rain,10d
1641063600,2022-01-01 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.48,8047,52.21,53.96,52.95,56.21,1007,,,92,5.01,186,8.01,0.25,,,,100,500,Rain,light rain,10d
1641063600,2022-01-01 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.48,8047,52.21,53.96,52.95,56.21,1007,,,92,5.01,186,8.01,0.25,,,,100,701,Mist,mist,50d
1641067200,2022-01-01 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,55.49,10000,54.09,55.2,54.97,56.95,1007,,,95,1.99,192,3,0.61,,,,100,500,Rain,light rain,10d
1641070800,2022-01-01 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,55.11,10000,52.23,54.55,53.15,56.95,1006,,,90,1.99,155,8.01,0.56,,,,100,500,Rain,light rain,10d
1641074400,2022-01-01 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.91,10000,52.03,54.34,52.99,56.16,1006,,,90,0,0,,0.25,,,,100,500,Rain,light rain,10n
1641078000,2022-01-01 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.39,8047,51.82,53.82,52.95,56.16,1006,,,91,3.44,300,,0.38,,,,100,500,Rain,light rain,10n
1641078000,2022-01-01 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.39,8047,51.82,53.82,52.95,56.16,1006,,,91,3.44,300,,0.38,,,,100,701,Mist,mist,50n
1641081600,2022-01-02 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.29,3219,50.74,52.59,52,55.22,1006,,,91,3.44,40,,0.85,,,,100,500,Rain,light rain,10n
1641081600,2022-01-02 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.29,3219,50.74,52.59,52,55.22,1006,,,91,3.44,40,,0.85,,,,100,701,Mist,mist,50n
1641085200,2022-01-02 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.43,4023,49.89,51.66,50.95,54.21,1006,,,91,4.61,100,,1.71,,,,100,501,Rain,moderate rain,10n
1641085200,2022-01-02 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.43,4023,49.89,51.66,50.95,54.21,1006,,,91,4.61,100,,1.71,,,,100,701,Mist,mist,50n
1641088800,2022-01-02 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.33,4023,51.06,52.68,51.96,54.95,1004,,,92,8.01,21,8.99,1.16,,,,100,501,Rain,moderate rain,10n
1641088800,2022-01-02 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.33,4023,51.06,52.68,51.96,54.95,1004,,,92,8.01,21,8.99,1.16,,,,100,701,Mist,mist,50n
1641092400,2022-01-02 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.53,4023,51.26,52.9,52.14,54.21,1003,,,92,8.01,340,11.99,3.81,6.6,,,100,502,Rain,heavy intensity rain,10n
1641092400,2022-01-02 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.53,4023,51.26,52.9,52.14,54.21,1003,,,92,8.01,340,11.99,3.81,6.6,,,100,701,Mist,mist,50n
1641096000,2022-01-02 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.1,4828,50.83,52.43,50.95,54.21,1002,,,92,4.61,70,,8.6,,,,100,502,Rain,heavy intensity rain,10n
1641096000,2022-01-02 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.1,4828,50.83,52.43,50.95,54.21,1002,,,92,4.61,70,,8.6,,,,100,701,Mist,mist,50n
1641099600,2022-01-02 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.79,10000,50.54,52.09,51.15,54.21,1002,,,92,14,44,18.01,0.94,,,,100,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.65,9656,50.4,51.93,51.15,54.21,1000,,,92,8.05,90,,0.41,,,,100,500,Rain,light rain,10n
1641103200,2022-01-02 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.65,9656,50.4,51.93,51.15,54.21,1000,,,92,8.05,90,,0.41,,,,100,701,Mist,mist,50n
1641106800,2022-01-02 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.39,2816,50.14,51.66,50.16,54.21,1000,,,92,1.01,135,1.99,0.25,,,,100,701,Mist,mist,50n
1641106800,2022-01-02 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.39,2816,50.14,51.66,50.16,54.21,1000,,,92,1.01,135,1.99,0.25,,,,100,500,Rain,light rain,10n
1641110400,2022-01-02 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.54,10000,50.29,51.82,50.16,53.94,1001,,,92,5.99,302,17,0.25,,,,100,500,Rain,light rain,10n
1641114000,2022-01-02 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.06,9656,50.79,52.39,51.15,54.21,1001,,,92,10,316,11.99,,,,,100,701,Mist,mist,50n
1641117600,2022-01-02 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.63,4828,50.38,51.91,51.15,53.94,1001,,,92,4,294,8.01,,,,,100,701,Mist,mist,50n
1641121200,2022-01-02 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.63,2816,50.67,51.96,50.95,53.22,1001,,,93,1.99,0,5.01,0.34,,,,100,500,Rain,light rain,10n
1641121200,2022-01-02 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.63,2816,50.67,51.96,50.95,53.22,1001,,,93,1.99,0,5.01,0.34,,,,100,701,Mist,mist,50n
1641124800,2022-01-02 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.66,2816,50.7,52,51.15,54.21,1001,,,93,4.61,260,,,,,,100,701,Mist,mist,50n
1641128400,2022-01-02 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.5,9656,50.54,51.82,50.95,54.21,1001,,,93,4,288,4,0.25,,,,100,701,Mist,mist,50d
1641128400,2022-01-02 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,52.5,9656,50.54,51.82,50.95,54.21,1001,,,93,4,288,4,0.25,,,,100,500,Rain,light rain,10d
1641132000,2022-01-02 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.15,9656,50.59,52.45,51.15,54.21,1002,,,91,5.99,216,13,,,,,100,701,Mist,mist,50d
1641135600,2022-01-02 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,53.87,10000,52.75,53.47,51.94,54.95,1003,,,96,6.91,0,,,,,,100,804,Clouds,overcast clouds,04d
1641139200,2022-01-02 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.54,10000,51.96,53.96,52.14,55.22,1003,,,91,9.22,250,,,,,,100,804,Clouds,overcast clouds,04d
1641142800,2022-01-02 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,55.53,10000,53.24,55.09,53.98,56.21,1002,,,92,13,254,21,,,,,100,804,Clouds,overcast clouds,04d
1641146400,2022-01-02 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,56.68,10000,53.78,56.28,55.94,57.54,1002,,,90,9.22,240,,,,,,75,803,Clouds,broken clouds,04d
1641150000,2022-01-02 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,58.59,10000,54.1,58.14,56.98,59.95,1003,,,85,11.01,269,20,,,,,100,804,Clouds,overcast clouds,04d
1641153600,2022-01-02 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,54.57,10000,42.24,52.68,52.95,55.74,1005,,,63,6.91,360,,,,,,75,803,Clouds,broken clouds,04d
1641157200,2022-01-02 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.66,10000,44.35,50.09,49.95,53.94,1006,,,76,10,30,11.99,,,,,75,803,Clouds,broken clouds,04d
1641160800,2022-01-02 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,51.91,10000,44.94,50.41,50.95,52.14,1007,,,77,8.05,300,,,,,,100,804,Clouds,overcast clouds,04n
1641164400,2022-01-02 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,48.29,10000,41.43,41.76,47.95,48.97,1010,,,77,18.01,300,28.01,,,,,100,804,Clouds,overcast clouds,04n
1641168000,2022-01-03 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,46.24,10000,37.72,38.26,44.94,47.95,1011,,,72,21.99,297,30,,,,,100,804,Clouds,overcast clouds,04n
1641171600,2022-01-03 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.68,10000,32.65,32.47,39.54,44.01,1013,,,70,21,309,27,,,,,0,800,Clear,sky is clear,01n
1641175200,2022-01-03 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,39.04,10000,30.63,30,37.74,40.98,1013,,,71,17,327,25.01,,,,,0,800,Clear,sky is clear,01n
1641178800,2022-01-03 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.37,10000,30.36,30.79,36.97,40.15,1015,,,72,11.99,309,20,,,,,75,803,Clouds,broken clouds,04n
1641182400,2022-01-03 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.12,10000,29.86,31.78,36.97,40.15,1015,,,71,8.99,324,15.99,,,,,100,804,Clouds,overcast clouds,04n
1641186000,2022-01-03 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.83,10000,29.3,30.52,36.95,39.22,1016,,,70,11.01,310,17,,,,,20,801,Clouds,few clouds,02n
1641189600,2022-01-03 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.29,10000,28.53,31.26,35.96,38.98,1017,,,69,8.05,290,,,,,,20,801,Clouds,few clouds,02n
1641193200,2022-01-03 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,36.79,10000,28.09,28.42,35.94,38.21,1019,,,69,13,299,15.99,,,,,75,803,Clouds,broken clouds,04n
1641196800,2022-01-03 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,36.63,10000,27.64,29.01,35.94,37.98,1019,,,68,11.01,356,18.99,,,,,100,804,Clouds,overcast clouds,04n
1641200400,2022-01-03 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.02,10000,25.97,25.12,33.94,36.21,1019,,,67,15.99,1,27,,,,,100,804,Clouds,overcast clouds,04n
1641204000,2022-01-03 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,34.36,10000,25.09,24.96,32.95,36.21,1020,,,66,14,10,18.99,,,,,100,804,Clouds,overcast clouds,04n
1641207600,2022-01-03 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.35,10000,24.87,21.76,31.95,35.22,1019,,,68,20,358,24,,,,,75,803,Clouds,broken clouds,04n
1641211200,2022-01-03 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.31,10000,23.97,21.99,30.54,34.21,1019,,,68,14.97,10,24.16,,,,,0,800,Clear,sky is clear,01n
1641214800,2022-01-03 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.26,10000,20.37,18.66,29.97,33.22,1020,,,60,25.99,28,38.01,,,,,20,801,Clouds,few clouds,02d
1641218400,2022-01-03 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.33,10000,15.85,18.73,29.95,33.22,1020,,,48,21.99,356,28.99,,,0.2,,100,600,Snow,light snow,13d
1641222000,2022-01-03 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.51,10000,13.77,19.31,28.94,32.22,1021,,,45,15.99,359,25.01,,,0.56,,100,601,Snow,snow,13d
1641225600,2022-01-03 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,30.02,10000,15.03,18,28.74,31.95,1020,,,49,18.01,349,24,,,1.01,,100,601,Snow,snow,13d
1641229200,2022-01-03 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.91,10000,13.66,19.72,28.74,31.95,1019,,,46,13,340,18.99,,,0.92,,100,601,Snow,snow,13d
1641232800,2022-01-03 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.52,10000,14.14,17.69,28.74,31.21,1017,,,48,17,359,27,,,0.9,,100,601,Snow,snow,13d
1641236400,2022-01-03 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.35,10000,15.62,16.75,27.95,31.21,1017,,,52,20,325,25.99,,,0.45,,100,600,Snow,light snow,13d
1641240000,2022-01-03 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,28.42,10000,15.12,15.93,26.94,29.95,1017,,,53,18.01,359,28.99,,,0.29,,75,600,Snow,light snow,13d
1641243600,2022-01-03 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,28.02,10000,14.36,15.75,26.94,29.98,1017,,,52,17,11,25.01,,,0.22,,20,600,Snow,light snow,13d
1641247200,2022-01-03 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,28.02,10000,11.88,15.42,26.94,29.98,1019,,,46,20,319,28.99,,,,,40,802,Clouds,scattered clouds,03n
1641250800,2022-01-03 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,27.52,10000,9.59,15.84,26.94,29.21,1020,,,42,15.01,352,32.99,,,,,0,800,Clear,sky is clear,01n
1641254400,2022-01-04 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,27.27,10000,8.89,15.93,26.94,29.21,1021,,,41,14,320,21.99,,,,,0,800,Clear,sky is clear,01n
1641258000,2022-01-04 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,26.49,10000,11.3,14.14,25.14,27.99,1022,,,48,15.99,312,28.99,,,,,0,800,Clear,sky is clear,01n
1641261600,2022-01-04 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,25.52,10000,12,14.16,24.94,26.98,1023,,,52,13,339,18.99,,,,,0,800,Clear,sky is clear,01n
1641265200,2022-01-04 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,24.3,10000,13.39,15.42,23.95,25.95,1023,,,59,8.05,350,18.41,,,,,0,800,Clear,sky is clear,01n
1641268800,2022-01-04 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,23.79,10000,13.91,11.19,22.95,25.21,1024,,,62,18.99,330,25.01,,,,,0,800,Clear,sky is clear,01n
1641272400,2022-01-04 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,22.82,10000,13.3,10.27,21.54,24.98,1024,,,63,14,335,24,,,,,0,800,Clear,sky is clear,01n
1641276000,2022-01-04 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,22.64,10000,12.13,10.04,21.54,24.22,1025,,,60,15.01,305,24,,,,,0,800,Clear,sky is clear,01n
1641279600,2022-01-04 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,21.81,10000,10.31,9.97,20.95,23.22,1026,,,57,11.99,304,25.01,,,,,0,800,Clear,sky is clear,01n
1641283200,2022-01-04 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,21.22,10000,10.09,10.36,19.74,22.98,1027,,,58,10,292,15.01,,,,,0,800,Clear,sky is clear,01n
1641286800,2022-01-04 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,21.07,10000,9.97,8.53,19.74,22.98,1027,,,58,13,300,21.99,,,,,0,800,Clear,sky is clear,01n
1641290400,2022-01-04 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,20.71,10000,10.29,8.11,19.74,22.21,1028,,,60,15.01,290,21.99,,,,,0,800,Clear,sky is clear,01n
1641294000,2022-01-04 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,20.34,10000,10.9,7.74,19.74,21.97,1029,,,63,14,311,20,,,,,0,800,Clear,sky is clear,01n
1641297600,2022-01-04 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,20.68,10000,11.55,8.82,19.74,21.97,1030,,,64,11.5,290,17.27,,,,,0,800,Clear,sky is clear,01n
1641301200,2022-01-04 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,20.89,10000,12.38,13.01,19.74,22.21,1031,,,66,5.99,316,8.99,,,,,0,800,Clear,sky is clear,01d
1641304800,2022-01-04 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,21.79,,12.31,15.08,20.95,24.22,1031,,,63,5.01,313,11.01,,,,,0,800,Clear,sky is clear,01d
1641308400,2022-01-04 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,24.3,,13.39,20.61,22.95,25.99,1031,,,59,3,282,3,,,,,0,800,Clear,sky is clear,01d
1641312000,2022-01-04 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,27.18,10000,13.17,22.5,25.95,29.16,1031,,,51,4,288,4,,,,,0,800,Clear,sky is clear,01d
1641315600,2022-01-04 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,29.64,10000,15.1,25.34,27.95,31.98,1029,,,50,4,300,4,,,,,0,800,Clear,sky is clear,01d
1641319200,2022-01-04 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32,10000,16.9,27.07,29.95,34.16,1028,,,49,5.01,157,8.01,,,,,0,800,Clear,sky is clear,01d
1641322800,2022-01-04 19:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.39,10000,18.46,29.07,31.95,35.22,1028,,,50,4.61,0,,,,,,0,800,Clear,sky is clear,01d
1641326400,2022-01-04 20:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,34.61,10000,18.63,29.34,32.95,35.22,1028,,,48,5.99,166,5.99,,,,,0,800,Clear,sky is clear,01d
1641330000,2022-01-04 21:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,35.01,10000,18.07,28.51,33.94,36.21,1028,,,46,8.01,248,11.99,,,,,0,800,Clear,sky is clear,01d
1641333600,2022-01-04 22:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.13,10000,17.83,26.87,31.96,34.21,1028,,,49,7,226,10,,,,,0,800,Clear,sky is clear,01n
1641337200,2022-01-04 23:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.93,10000,18.07,26.11,32.14,34.95,1028,,,48,10,226,14,,,,,0,800,Clear,sky is clear,01n
1641340800,2022-01-05 00:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.73,10000,18.32,27.57,32.14,34.95,1028,,,49,7,197,13,,,,,0,800,Clear,sky is clear,01n
1641344400,2022-01-05 01:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.49,10000,19.36,25.57,31.14,34.95,1028,,,52,10,201,13,,,,,0,800,Clear,sky is clear,01n
1641348000,2022-01-05 02:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.22,10000,21.04,24.76,31.98,34.16,1028,,,57,11.01,199,15.99,,,,,0,800,Clear,sky is clear,01n
1641351600,2022-01-05 03:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.27,10000,20.97,23.58,30.15,33.94,1027,,,59,11.01,178,15.99,,,,,0,800,Clear,sky is clear,01n
1641355200,2022-01-05 04:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.23,10000,21.04,22.77,29.98,32.95,1027,,,62,10,195,14,,,,,0,800,Clear,sky is clear,01n
1641358800,2022-01-05 05:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.42,10000,22.21,23.56,29.14,32.95,1026,,,65,8.99,186,15.99,,,,,0,800,Clear,sky is clear,01n
1641362400,2022-01-05 06:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,31.6,10000,21.72,22.75,30.15,32.95,1025,,,63,11.01,229,17,,,,,0,800,Clear,sky is clear,01n
1641366000,2022-01-05 07:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.74,10000,23.4,25.18,31.14,34.14,1024,,,65,8.99,223,15.99,,,,,0,800,Clear,sky is clear,01n
1641369600,2022-01-05 08:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.27,10000,24.85,26.56,30.94,34.14,1024,,,71,5.99,252,10,,,,,0,800,Clear,sky is clear,01n
1641373200,2022-01-05 09:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.18,10000,24.78,26.46,30.15,34.16,1022,,,71,5.99,210,10,,,,,100,804,Clouds,overcast clouds,04n
1641376800,2022-01-05 10:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,32.47,10000,25.32,24.84,30.94,34.21,1021,,,72,8.99,360,15.99,,,,,100,804,Clouds,overcast clouds,04n
1641380400,2022-01-05 11:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.06,10000,27.27,26.78,30.94,35.22,1019,,,77,7,180,15.01,0.25,,,,100,500,Rain,light rain,10n
1641384000,2022-01-05 12:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,33.48,10000,28.45,26.64,31.98,35.17,1019,,,80,8.01,182,18.99,0.45,,,,100,500,Rain,light rain,10n
1641387600,2022-01-05 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,34.07,4023,31.51,30.47,32.95,35.94,1017,,,90,4,111,11.01,1.1,,,,100,501,Rain,moderate rain,10d
1641387600,2022-01-05 13:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,34.07,4023,31.51,30.47,32.95,35.94,1017,,,90,4,111,11.01,1.1,,,,100,701,Mist,mist,50d
1641391200,2022-01-05 14:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.42,,33.91,30.43,35.98,38.14,1017,,,87,10,163,21,0.51,,,,100,500,Rain,light rain,10d
1641394800,2022-01-05 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.53,9656,34.3,29.73,35.94,39,1016,,,88,11.99,360,21.99,0.42,1.27,,,100,500,Rain,light rain,10d
1641394800,2022-01-05 15:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,37.53,9656,34.3,29.73,35.94,39,1016,,,88,11.99,360,21.99,0.42,1.27,,,100,701,Mist,mist,50d
1641398400,2022-01-05 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.07,4023,36.23,34.2,36.95,40.95,1014,,,93,5.01,0,11.99,0.72,,,,100,500,Rain,light rain,10d
1641398400,2022-01-05 16:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,38.07,4023,36.23,34.2,36.95,40.95,1014,,,93,5.01,0,11.99,0.72,,,,100,701,Mist,mist,50d
1641402000,2022-01-05 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,39.43,6437,37.31,33.87,37.96,41.16,1013,,,92,8.05,230,16.11,1.35,,,,100,701,Mist,mist,50d
1641402000,2022-01-05 17:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,39.43,6437,37.31,33.87,37.96,41.16,1013,,,92,8.05,230,16.11,1.35,,,,100,501,Rain,moderate rain,10d
1641405600,2022-01-05 18:00:00 +0000 UTC,-18000,New York,40.712775,-74.005973,41.72,10000,38.44,34.03,39.97,43.16,1011,,,88,15.01,166,18.01,0.51,,,,100,500,Rain,light rain,10d
