dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,weather_desc_broken clouds,weather_desc_few clouds,weather_desc_fog,weather_desc_haze,weather_desc_heavy intensity rain,weather_desc_heavy snow,weather_desc_light rain,weather_desc_light snow,weather_desc_mist,weather_desc_moderate rain,weather_desc_overcast clouds,weather_desc_scattered clouds,weather_desc_sky is clear,weather_desc_snow,weather_desc_thunderstorm,weather_desc_thunderstorm with heavy rain,weather_desc_thunderstorm with light rain,weather_desc_thunderstorm with rain,weather_desc_very heavy rain
2022-12-21 15:00:00 +0000 UTC,32.65,30.85,34.21,1033,67,4.0,359,7.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 16:00:00 +0000 UTC,34.83,32.95,35.98,1033,65,5.75,290,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 17:00:00 +0000 UTC,36.57,34.84,37.98,1032,60,4.0,316,10.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 18:00:00 +0000 UTC,38.07,36.84,40.15,1032,55,5.01,324,8.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 19:00:00 +0000 UTC,39.2,37.74,41.16,1032,54,5.75,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 20:00:00 +0000 UTC,40.66,37.98,41.22,1032,52,1.99,328,5.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 21:00:00 +0000 UTC,39.7,37.96,41.22,1032,52,1.99,28,5.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 22:00:00 +0000 UTC,38.23,37.0,40.15,1032,52,1.01,180,3.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-21 23:00:00 +0000 UTC,38.53,34.84,39.94,1032,57,1.99,252,3.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 00:00:00 +0000 UTC,37.45,35.85,38.21,1032,60,0.0,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 01:00:00 +0000 UTC,37.26,36.95,38.16,1032,61,1.01,360,4.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 02:00:00 +0000 UTC,37.15,35.98,38.21,1032,62,3.44,130,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 03:00:00 +0000 UTC,36.55,34.95,38.21,1033,62,3.0,147,3.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 04:00:00 +0000 UTC,36.39,34.84,38.16,1033,62,1.99,360,4.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 05:00:00 +0000 UTC,36.43,34.95,38.16,1033,62,3.44,40,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 06:00:00 +0000 UTC,35.65,33.85,37.74,1032,64,1.01,360,4.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 07:00:00 +0000 UTC,35.83,33.85,37.74,1032,64,3.44,50,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 08:00:00 +0000 UTC,36.43,33.85,37.22,1032,60,4.0,360,5.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 09:00:00 +0000 UTC,35.31,33.94,37.22,1032,64,6.91,60,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 10:00:00 +0000 UTC,35.35,33.85,36.21,1031,67,4.0,81,7.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 11:00:00 +0000 UTC,36.37,34.84,37.22,1031,67,5.01,360,10.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 12:00:00 +0000 UTC,37.29,35.85,38.21,1030,66,6.91,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-22 13:00:00 +0000 UTC,38.12,36.14,39.22,1030,70,7.0,94,10.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 14:00:00 +0000 UTC,39.45,37.74,39.97,1029,75,11.5,60,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 15:00:00 +0000 UTC,41.4,39.54,42.98,1029,76,10.0,88,18.99,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-22 16:00:00 +0000 UTC,42.44,41.34,43.99,1028,78,9.22,70,,100,0.18,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 17:00:00 +0000 UTC,42.82,40.95,45.21,1027,82,8.99,107,11.01,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 18:00:00 +0000 UTC,41.7,40.84,43.99,1026,89,13.8,60,19.57,100,1.09,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-22 18:00:00 +0000 UTC,41.7,40.84,43.99,1026,89,13.8,60,19.57,100,1.09,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-12-22 19:00:00 +0000 UTC,41.94,40.84,43.0,1024,91,10.36,50,21.85,100,0.87,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 19:00:00 +0000 UTC,41.94,40.84,43.0,1024,91,10.36,50,21.85,100,0.87,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-22 20:00:00 +0000 UTC,42.85,41.85,44.22,1023,90,11.5,60,20.71,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 21:00:00 +0000 UTC,44.06,42.85,45.21,1022,90,12.66,60,18.41,100,0.56,1.02,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 22:00:00 +0000 UTC,44.31,43.14,46.0,1020,91,10.36,50,21.85,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-22 23:00:00 +0000 UTC,45.39,43.95,47.21,1019,91,11.99,120,18.01,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 00:00:00 +0000 UTC,45.95,43.95,47.21,1018,90,18.99,92,24.0,100,0.84,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 01:00:00 +0000 UTC,45.68,43.95,47.21,1015,92,8.01,90,18.99,100,0.32,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 02:00:00 +0000 UTC,45.75,43.95,46.98,1013,92,11.5,60,20.71,100,0.34,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 02:00:00 +0000 UTC,45.75,43.95,46.98,1013,92,11.5,60,20.71,100,0.34,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 03:00:00 +0000 UTC,45.91,44.94,46.99,1011,95,13.8,60,25.32,100,2.54,3.3,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-12-23 03:00:00 +0000 UTC,45.91,44.94,46.99,1011,95,13.8,60,25.32,100,2.54,3.3,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 04:00:00 +0000 UTC,47.52,46.74,49.21,1008,94,11.5,50,20.71,100,0.25,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 04:00:00 +0000 UTC,47.52,46.74,49.21,1008,94,11.5,50,20.71,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 05:00:00 +0000 UTC,51.08,48.54,54.21,1005,95,10.0,113,18.01,100,0.47,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 05:00:00 +0000 UTC,51.08,48.54,54.21,1005,95,10.0,113,18.01,100,0.47,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 06:00:00 +0000 UTC,55.2,52.14,56.16,1002,89,11.99,360,32.99,100,0.89,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-12-23 06:00:00 +0000 UTC,55.2,52.14,56.16,1002,89,11.99,360,32.99,100,0.89,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 07:00:00 +0000 UTC,55.78,52.99,56.95,1000,89,20.0,360,37.0,100,0.85,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 08:00:00 +0000 UTC,55.65,52.99,57.54,997,89,32.99,360,62.99,100,1.78,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-12-23 09:00:00 +0000 UTC,54.36,53.15,56.95,994,91,20.0,360,35.99,100,16.51,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-12-23 09:00:00 +0000 UTC,54.36,53.15,56.95,994,91,20.0,360,35.99,100,16.51,,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 10:00:00 +0000 UTC,55.13,53.01,56.95,991,91,15.99,360,32.99,100,8.78,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 10:00:00 +0000 UTC,55.13,53.01,56.95,991,91,15.99,360,32.99,100,8.78,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 11:00:00 +0000 UTC,53.85,51.98,54.95,990,91,17.0,360,35.99,91,0.59,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 12:00:00 +0000 UTC,52.0,49.98,52.95,990,90,18.01,360,25.01,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-23 13:00:00 +0000 UTC,49.68,47.98,50.95,990,89,14.0,169,27.0,100,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 14:00:00 +0000 UTC,48.11,46.0,48.94,989,93,14.0,160,21.99,100,0.25,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 14:00:00 +0000 UTC,48.11,46.0,48.94,989,93,14.0,160,21.99,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 15:00:00 +0000 UTC,47.79,45.95,48.94,989,89,14.0,176,21.0,100,0.25,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 16:00:00 +0000 UTC,46.99,45.97,48.22,987,89,15.01,193,25.01,100,0.49,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 17:00:00 +0000 UTC,46.94,45.68,48.54,984,84,3.44,0,,100,0.64,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 18:00:00 +0000 UTC,41.2,40.96,43.14,983,89,11.5,240,25.32,100,1.4,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 18:00:00 +0000 UTC,41.2,40.96,43.14,983,89,11.5,240,25.32,100,1.4,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2022-12-23 19:00:00 +0000 UTC,34.03,32.85,36.0,986,90,15.99,234,32.99,100,0.76,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 19:00:00 +0000 UTC,34.03,32.85,36.0,986,90,15.99,234,32.99,100,0.76,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-12-23 19:00:00 +0000 UTC,34.03,32.85,36.0,986,90,15.99,234,32.99,100,0.76,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 20:00:00 +0000 UTC,28.51,26.85,30.94,988,75,18.01,210,37.0,100,,,0.25,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 21:00:00 +0000 UTC,24.12,22.84,27.16,991,64,23.02,240,40.29,100,,,,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2022-12-23 22:00:00 +0000 UTC,20.73,18.84,23.22,993,58,18.01,270,30.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-23 23:00:00 +0000 UTC,17.1,15.96,19.22,995,56,20.0,286,38.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 00:00:00 +0000 UTC,14.92,13.84,17.22,997,57,21.99,257,38.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 01:00:00 +0000 UTC,12.2,10.85,15.22,999,53,41.0,282,47.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 02:00:00 +0000 UTC,10.13,8.85,13.21,1000,55,13.0,270,25.01,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 03:00:00 +0000 UTC,9.12,7.84,11.21,1002,58,16.11,290,29.93,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 04:00:00 +0000 UTC,8.71,7.84,11.98,1003,55,15.99,299,34.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 05:00:00 +0000 UTC,8.26,6.85,10.22,1005,58,11.01,270,25.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 06:00:00 +0000 UTC,7.92,6.85,10.98,1005,58,25.01,315,25.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 07:00:00 +0000 UTC,7.5,6.94,10.98,1006,58,14.97,290,24.16,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 08:00:00 +0000 UTC,6.96,5.85,9.21,1007,57,13.0,293,25.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 09:00:00 +0000 UTC,6.84,5.85,9.99,1008,56,11.01,270,20.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 10:00:00 +0000 UTC,6.84,5.85,9.99,1008,57,14.0,219,24.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 11:00:00 +0000 UTC,6.87,5.85,9.99,1008,56,11.01,270,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 12:00:00 +0000 UTC,7.34,5.85,9.99,1008,55,10.0,270,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 13:00:00 +0000 UTC,7.68,5.85,9.99,1009,55,15.01,250,32.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 14:00:00 +0000 UTC,7.5,6.85,9.99,1010,53,15.99,219,28.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 15:00:00 +0000 UTC,9.19,7.84,11.21,1010,51,11.01,270,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 16:00:00 +0000 UTC,10.56,9.84,12.97,1010,50,15.99,254,27.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 17:00:00 +0000 UTC,11.86,10.74,13.21,1010,49,17.0,264,25.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 18:00:00 +0000 UTC,13.19,11.95,15.98,1009,48,14.0,250,25.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 19:00:00 +0000 UTC,14.05,11.95,16.21,1009,47,11.99,169,24.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 20:00:00 +0000 UTC,14.36,13.84,15.98,1010,50,11.99,282,24.0,17,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 21:00:00 +0000 UTC,13.84,12.85,15.98,1010,49,14.97,240,20.71,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-24 22:00:00 +0000 UTC,13.84,12.85,15.98,1011,49,14.97,250,31.07,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-24 23:00:00 +0000 UTC,13.84,12.85,15.98,1011,51,15.01,323,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 00:00:00 +0000 UTC,14.02,12.85,15.98,1012,53,14.0,237,30.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 01:00:00 +0000 UTC,14.05,12.85,16.21,1012,53,15.01,240,25.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 02:00:00 +0000 UTC,14.11,12.85,16.14,1013,54,14.0,264,17.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 03:00:00 +0000 UTC,13.84,12.85,15.98,1013,55,23.0,269,23.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 04:00:00 +0000 UTC,13.84,12.85,15.98,1013,55,13.0,232,24.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 05:00:00 +0000 UTC,13.84,12.85,15.98,1013,57,15.99,295,28.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 06:00:00 +0000 UTC,13.84,12.85,15.98,1012,57,15.99,232,21.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 07:00:00 +0000 UTC,13.84,12.85,15.98,1012,59,11.99,222,18.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 08:00:00 +0000 UTC,13.95,12.85,16.14,1012,60,11.01,209,17.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 09:00:00 +0000 UTC,14.79,13.95,16.99,1012,61,15.01,296,18.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 10:00:00 +0000 UTC,15.15,14.95,16.99,1012,62,11.99,293,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 11:00:00 +0000 UTC,15.84,13.96,17.98,1012,65,13.0,272,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 12:00:00 +0000 UTC,16.66,14.85,18.99,1013,65,17.0,254,25.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 13:00:00 +0000 UTC,17.08,15.85,18.99,1013,65,15.01,250,21.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 14:00:00 +0000 UTC,19.69,16.95,21.22,1014,62,14.0,226,24.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 15:00:00 +0000 UTC,20.97,19.94,22.98,1014,57,18.01,253,27.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 16:00:00 +0000 UTC,23.38,21.54,24.94,1013,55,11.99,206,30.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 17:00:00 +0000 UTC,25.2,23.85,26.94,1013,52,15.01,244,28.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 18:00:00 +0000 UTC,26.71,23.95,27.99,1012,50,14.0,262,21.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 19:00:00 +0000 UTC,26.74,25.95,28.22,1012,48,10.36,260,18.41,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 20:00:00 +0000 UTC,27.75,26.94,29.21,1013,46,7.0,276,34.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-25 21:00:00 +0000 UTC,27.64,25.84,29.21,1013,48,15.01,291,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 22:00:00 +0000 UTC,25.88,24.85,27.21,1014,50,7.0,326,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-25 23:00:00 +0000 UTC,26.35,23.85,27.95,1015,51,14.0,302,28.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 00:00:00 +0000 UTC,24.84,22.84,26.94,1016,53,18.01,278,25.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 01:00:00 +0000 UTC,23.16,21.85,25.21,1017,54,12.66,250,23.02,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 02:00:00 +0000 UTC,22.86,20.97,24.94,1017,56,7.0,277,21.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 03:00:00 +0000 UTC,22.44,20.84,23.95,1018,55,9.22,280,19.57,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 04:00:00 +0000 UTC,21.31,19.85,22.98,1018,55,10.0,270,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 05:00:00 +0000 UTC,20.14,18.97,22.21,1018,58,13.0,296,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 06:00:00 +0000 UTC,19.09,17.85,21.97,1019,59,11.01,270,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 07:00:00 +0000 UTC,20.25,18.95,21.94,1019,58,11.01,270,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 08:00:00 +0000 UTC,19.51,17.85,20.95,1020,58,10.36,280,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 09:00:00 +0000 UTC,19.51,17.85,20.95,1021,58,10.36,280,16.11,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 10:00:00 +0000 UTC,18.99,17.94,20.21,1021,59,9.22,270,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 11:00:00 +0000 UTC,19.06,17.94,20.21,1022,60,7.0,296,17.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 12:00:00 +0000 UTC,19.51,17.94,20.95,1023,61,7.0,270,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 13:00:00 +0000 UTC,19.51,17.85,20.95,1024,61,8.01,315,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 14:00:00 +0000 UTC,20.35,18.84,21.94,1024,59,8.01,319,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 15:00:00 +0000 UTC,22.12,20.95,23.22,1025,56,8.05,290,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 16:00:00 +0000 UTC,24.53,22.84,25.95,1025,53,7.0,270,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 17:00:00 +0000 UTC,26.42,24.94,28.22,1024,52,8.05,270,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 18:00:00 +0000 UTC,27.28,25.95,29.21,1024,49,5.75,300,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 19:00:00 +0000 UTC,29.23,26.96,30.94,1023,48,10.0,278,11.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 20:00:00 +0000 UTC,28.04,26.85,30.22,1023,49,5.99,248,13.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 21:00:00 +0000 UTC,27.63,26.85,29.21,1023,50,8.01,276,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-26 22:00:00 +0000 UTC,27.48,26.85,29.21,1023,51,14.0,320,14.0,40,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-12-26 23:00:00 +0000 UTC,27.66,26.85,29.16,1024,51,7.0,257,15.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-12-27 00:00:00 +0000 UTC,27.86,26.85,29.21,1024,53,7.0,270,10.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-27 01:00:00 +0000 UTC,28.33,26.85,29.21,1024,53,5.99,270,15.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-12-27 02:00:00 +0000 UTC,27.82,26.85,29.21,1025,53,5.99,248,11.99,95,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-27 03:00:00 +0000 UTC,27.66,26.85,29.21,1025,51,8.99,264,20.0,88,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-27 04:00:00 +0000 UTC,27.86,26.85,29.21,1025,49,5.01,323,18.99,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-12-27 05:00:00 +0000 UTC,28.06,26.85,30.16,1024,48,9.22,240,,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
