dt_iso,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,wind_gust,clouds_all,rain_1h,rain_3h,snow_1h,snow_3h,weather_desc_broken clouds,weather_desc_few clouds,weather_desc_fog,weather_desc_haze,weather_desc_heavy intensity rain,weather_desc_heavy snow,weather_desc_light rain,weather_desc_light snow,weather_desc_mist,weather_desc_moderate rain,weather_desc_overcast clouds,weather_desc_scattered clouds,weather_desc_sky is clear,weather_desc_snow,weather_desc_thunderstorm,weather_desc_thunderstorm with heavy rain,weather_desc_thunderstorm with light rain,weather_desc_thunderstorm with rain,weather_desc_very heavy rain
2022-07-10 09:00:00 +0000 UTC,69.62,67.84,70.99,1018,68,14.0,3,20.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-10 10:00:00 +0000 UTC,68.83,65.84,69.75,1018,74,14.0,18,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 11:00:00 +0000 UTC,68.56,66.96,69.85,1019,64,11.5,50,,40,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-07-10 12:00:00 +0000 UTC,69.08,67.15,71.22,1019,54,15.01,56,18.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 13:00:00 +0000 UTC,70.05,67.95,71.01,1019,50,10.36,60,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 14:00:00 +0000 UTC,73.65,70.95,75.0,1019,51,12.66,60,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 15:00:00 +0000 UTC,76.73,73.74,77.97,1019,48,11.5,60,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 16:00:00 +0000 UTC,79.36,76.84,80.94,1019,45,9.22,50,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 17:00:00 +0000 UTC,79.52,76.95,80.94,1018,42,6.91,70,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 18:00:00 +0000 UTC,80.33,75.99,83.21,1018,46,6.91,210,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-10 19:00:00 +0000 UTC,80.22,77.85,82.35,1017,49,10.36,230,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-10 20:00:00 +0000 UTC,80.01,77.0,82.35,1017,54,6.91,200,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-10 21:00:00 +0000 UTC,79.32,75.0,81.95,1016,52,5.99,112,10.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-10 22:00:00 +0000 UTC,77.47,73.85,79.95,1016,55,11.01,172,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-10 23:00:00 +0000 UTC,75.72,72.84,77.22,1016,54,14.0,163,18.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 00:00:00 +0000 UTC,73.38,71.85,74.21,1016,61,14.0,166,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 01:00:00 +0000 UTC,71.51,69.85,72.99,1017,69,11.01,157,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 02:00:00 +0000 UTC,70.63,68.85,71.98,1017,70,8.01,360,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 03:00:00 +0000 UTC,70.16,68.99,71.98,1017,72,8.01,184,10.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 04:00:00 +0000 UTC,69.75,67.84,71.17,1016,76,5.99,196,8.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 05:00:00 +0000 UTC,69.35,67.98,70.95,1016,77,7.0,192,10.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 06:00:00 +0000 UTC,68.59,66.96,70.16,1016,78,5.75,250,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 07:00:00 +0000 UTC,68.02,65.84,70.14,1016,77,6.91,240,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-11 08:00:00 +0000 UTC,67.53,64.85,69.17,1016,76,5.75,250,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 09:00:00 +0000 UTC,66.85,65.84,69.17,1016,77,5.99,360,15.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 10:00:00 +0000 UTC,66.85,65.84,68.95,1015,76,3.44,250,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 11:00:00 +0000 UTC,68.52,67.14,70.14,1016,74,5.99,360,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 12:00:00 +0000 UTC,69.48,67.95,72.21,1016,72,5.75,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 13:00:00 +0000 UTC,72.43,70.95,74.95,1016,62,4.0,165,5.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 14:00:00 +0000 UTC,75.88,72.99,77.16,1015,54,6.91,240,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-11 15:00:00 +0000 UTC,80.49,76.98,81.95,1015,49,6.91,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 16:00:00 +0000 UTC,80.47,78.01,81.95,1014,47,6.91,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 17:00:00 +0000 UTC,81.72,78.01,83.95,1014,47,10.36,200,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 18:00:00 +0000 UTC,82.78,80.85,83.95,1013,46,6.91,200,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 19:00:00 +0000 UTC,82.15,77.14,83.95,1012,48,9.22,190,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 20:00:00 +0000 UTC,80.98,76.95,83.21,1012,53,17.0,160,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 21:00:00 +0000 UTC,79.59,75.94,81.95,1011,53,21.0,156,24.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 22:00:00 +0000 UTC,78.37,74.95,79.97,1011,54,18.99,155,25.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-11 23:00:00 +0000 UTC,75.43,73.15,78.22,1011,58,21.0,165,25.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 00:00:00 +0000 UTC,74.7,73.0,75.96,1011,60,18.01,176,25.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 01:00:00 +0000 UTC,73.78,71.98,75.22,1011,63,15.99,174,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 02:00:00 +0000 UTC,72.9,71.85,73.94,1011,66,15.99,191,20.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 03:00:00 +0000 UTC,71.96,70.14,73.17,1011,66,11.99,191,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 04:00:00 +0000 UTC,71.22,69.96,72.95,1011,64,8.01,177,10.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 05:00:00 +0000 UTC,70.54,68.85,72.16,1011,67,9.22,240,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 06:00:00 +0000 UTC,69.24,67.84,71.17,1011,75,9.22,240,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 07:00:00 +0000 UTC,69.24,67.96,70.99,1011,80,6.91,230,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 08:00:00 +0000 UTC,68.99,67.14,70.99,1010,81,13.0,360,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 09:00:00 +0000 UTC,69.46,67.84,70.99,1010,87,9.22,240,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 10:00:00 +0000 UTC,69.93,68.85,70.99,1010,88,8.05,240,,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-12 11:00:00 +0000 UTC,70.75,69.94,71.98,1010,87,11.5,240,,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-12 12:00:00 +0000 UTC,72.16,71.55,73.85,1009,83,10.36,240,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 13:00:00 +0000 UTC,75.45,72.99,76.98,1009,76,8.01,167,15.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 14:00:00 +0000 UTC,77.79,75.54,79.95,1008,70,8.99,221,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 15:00:00 +0000 UTC,82.51,79.99,83.95,1008,62,7.0,0,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 16:00:00 +0000 UTC,84.15,81.99,86.22,1007,59,9.22,210,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 17:00:00 +0000 UTC,87.85,83.98,89.94,1007,54,9.22,220,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 18:00:00 +0000 UTC,88.32,85.15,89.94,1006,54,9.22,210,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 19:00:00 +0000 UTC,89.2,85.98,89.96,1006,53,9.22,210,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 20:00:00 +0000 UTC,89.58,83.98,91.96,1006,54,10.36,230,,100,0.15,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 21:00:00 +0000 UTC,88.83,86.14,90.99,1005,53,14.97,230,21.85,20,0.13,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-12 22:00:00 +0000 UTC,87.24,85.78,88.14,1005,52,13.8,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-12 23:00:00 +0000 UTC,82.92,81.3,84.43,1005,61,11.5,260,,0,0.35,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-13 00:00:00 +0000 UTC,81.57,79.99,84.15,1006,61,12.66,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 01:00:00 +0000 UTC,80.51,79.38,82.35,1006,65,12.66,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 02:00:00 +0000 UTC,79.61,78.37,82.35,1007,65,10.36,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 03:00:00 +0000 UTC,80.65,78.98,82.74,1008,62,8.05,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 04:00:00 +0000 UTC,80.4,78.98,82.74,1008,63,11.01,360,21.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 05:00:00 +0000 UTC,80.6,77.99,80.94,1008,68,6.91,260,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 06:00:00 +0000 UTC,78.3,76.98,78.75,1008,68,8.01,272,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 07:00:00 +0000 UTC,77.34,75.85,79.14,1009,72,5.75,290,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 08:00:00 +0000 UTC,76.33,74.97,79.14,1009,77,7.0,349,13.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 09:00:00 +0000 UTC,75.99,74.84,77.99,1010,74,11.01,42,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 10:00:00 +0000 UTC,76.24,73.85,77.22,1010,73,1.99,312,3.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 11:00:00 +0000 UTC,76.75,74.95,77.99,1011,72,5.01,329,8.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 12:00:00 +0000 UTC,77.86,75.54,79.16,1012,63,4.0,44,8.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 13:00:00 +0000 UTC,80.2,78.75,81.95,1013,55,4.61,0,37.98,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 14:00:00 +0000 UTC,83.52,80.94,84.15,1013,44,5.01,20,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 15:00:00 +0000 UTC,85.28,82.74,85.96,1013,43,4.61,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 16:00:00 +0000 UTC,86.74,84.54,87.96,1012,42,0.0,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 17:00:00 +0000 UTC,89.2,84.97,90.95,1012,38,4.61,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 18:00:00 +0000 UTC,89.08,86.99,90.16,1012,37,3.0,270,5.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-13 19:00:00 +0000 UTC,91.09,87.98,91.94,1011,35,3.0,310,7.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 20:00:00 +0000 UTC,89.17,85.84,91.94,1011,41,5.75,290,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-13 21:00:00 +0000 UTC,86.45,81.99,89.22,1011,47,11.5,190,,0,,0.25,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-13 22:00:00 +0000 UTC,85.41,81.99,87.75,1011,50,7.0,140,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-13 23:00:00 +0000 UTC,81.64,78.94,84.54,1011,55,14.0,150,18.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 00:00:00 +0000 UTC,80.33,77.99,81.95,1011,60,11.01,158,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 01:00:00 +0000 UTC,79.29,76.98,80.94,1012,64,8.99,128,15.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 02:00:00 +0000 UTC,78.39,76.95,79.95,1012,68,5.99,138,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 03:00:00 +0000 UTC,77.99,75.94,79.14,1012,73,7.0,155,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 04:00:00 +0000 UTC,78.39,75.97,79.95,1012,73,4.0,360,13.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 05:00:00 +0000 UTC,78.13,76.96,79.95,1013,72,10.0,225,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 06:00:00 +0000 UTC,77.77,75.96,79.21,1012,72,4.61,330,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 07:00:00 +0000 UTC,76.1,73.96,78.98,1012,76,7.0,356,14.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 08:00:00 +0000 UTC,74.73,72.95,77.22,1012,75,10.36,60,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 09:00:00 +0000 UTC,73.27,71.15,75.22,1012,77,10.36,50,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 10:00:00 +0000 UTC,73.09,70.95,74.98,1013,79,9.22,40,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 11:00:00 +0000 UTC,73.15,71.85,74.21,1014,79,8.05,60,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 12:00:00 +0000 UTC,74.34,72.14,76.21,1014,74,8.99,27,11.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 13:00:00 +0000 UTC,76.96,74.14,79.21,1014,68,5.75,70,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 14:00:00 +0000 UTC,80.42,76.95,82.22,1015,64,4.61,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 15:00:00 +0000 UTC,83.71,80.94,84.96,1015,58,5.99,337,7.0,0,0.25,0.25,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 16:00:00 +0000 UTC,84.74,81.95,86.22,1015,54,5.01,304,5.01,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 17:00:00 +0000 UTC,85.8,83.95,88.21,1015,50,5.99,216,5.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-14 18:00:00 +0000 UTC,87.28,85.84,88.16,1014,46,5.99,294,5.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 19:00:00 +0000 UTC,87.53,85.84,89.94,1014,45,5.01,18,10.0,40,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-07-14 20:00:00 +0000 UTC,86.97,84.54,88.99,1014,46,8.99,321,15.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 21:00:00 +0000 UTC,87.51,84.97,88.97,1014,42,8.99,305,25.01,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 22:00:00 +0000 UTC,88.21,84.15,89.94,1014,40,15.01,312,21.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-14 23:00:00 +0000 UTC,86.94,83.14,87.94,1015,41,15.01,300,20.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 00:00:00 +0000 UTC,85.3,83.95,86.22,1015,42,8.99,309,17.0,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 01:00:00 +0000 UTC,83.66,82.35,85.21,1016,44,5.99,343,14.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 02:00:00 +0000 UTC,82.08,80.55,83.98,1017,46,8.01,356,15.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 03:00:00 +0000 UTC,80.58,78.75,82.22,1018,49,11.01,37,14.0,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 04:00:00 +0000 UTC,78.96,76.96,81.21,1018,52,5.99,16,11.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 05:00:00 +0000 UTC,78.82,76.84,80.22,1019,54,11.01,13,15.99,40,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-07-15 06:00:00 +0000 UTC,77.76,74.95,79.21,1019,54,9.22,40,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 07:00:00 +0000 UTC,77.25,74.84,78.98,1019,54,11.01,15,20.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-15 08:00:00 +0000 UTC,75.51,73.15,77.99,1019,55,11.99,20,15.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 09:00:00 +0000 UTC,75.0,72.84,77.22,1019,58,7.0,10,14.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-15 10:00:00 +0000 UTC,74.8,71.85,75.97,1019,58,8.99,340,11.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 11:00:00 +0000 UTC,73.76,70.95,75.97,1020,62,8.01,356,11.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 12:00:00 +0000 UTC,74.34,71.94,76.21,1020,63,11.01,32,15.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 13:00:00 +0000 UTC,75.25,72.95,76.98,1020,60,11.01,42,13.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-15 14:00:00 +0000 UTC,76.86,73.94,78.98,1021,55,11.5,60,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 15:00:00 +0000 UTC,79.66,76.95,81.95,1021,50,6.91,0,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-15 16:00:00 +0000 UTC,80.15,76.98,82.35,1021,49,5.75,50,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 17:00:00 +0000 UTC,82.02,79.14,84.54,1021,47,11.5,190,16.11,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 18:00:00 +0000 UTC,81.77,78.96,84.54,1020,51,5.75,0,,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-15 19:00:00 +0000 UTC,82.53,79.0,84.54,1020,50,11.5,150,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-15 20:00:00 +0000 UTC,82.76,79.0,85.21,1020,51,5.75,190,,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-15 21:00:00 +0000 UTC,80.82,76.98,83.95,1020,60,11.99,157,15.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-15 22:00:00 +0000 UTC,80.19,76.98,82.35,1019,63,8.99,165,11.99,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-15 23:00:00 +0000 UTC,77.83,75.15,79.95,1020,67,11.99,148,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-16 00:00:00 +0000 UTC,75.45,73.15,77.99,1020,72,11.99,139,15.01,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-16 01:00:00 +0000 UTC,74.28,72.14,75.94,1020,76,8.99,135,11.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 02:00:00 +0000 UTC,74.03,71.85,75.54,1021,80,8.99,134,13.0,0,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2022-07-16 03:00:00 +0000 UTC,73.53,71.85,75.22,1021,82,7.0,150,10.0,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-16 04:00:00 +0000 UTC,73.89,71.85,74.98,1021,76,7.0,160,8.99,20,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 05:00:00 +0000 UTC,73.31,71.15,74.98,1021,78,5.99,201,8.01,40,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2022-07-16 06:00:00 +0000 UTC,73.04,71.15,74.98,1021,83,8.01,142,11.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 07:00:00 +0000 UTC,72.91,71.15,74.98,1020,85,4.0,170,5.01,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 08:00:00 +0000 UTC,72.77,70.84,74.98,1020,85,3.0,360,5.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 09:00:00 +0000 UTC,72.61,70.84,73.94,1020,85,1.99,308,3.0,75,0.14,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 10:00:00 +0000 UTC,72.41,70.84,73.74,1020,86,3.44,270,,100,0.12,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 11:00:00 +0000 UTC,72.91,71.15,74.98,1020,85,5.75,60,,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-07-16 12:00:00 +0000 UTC,74.32,72.95,75.97,1020,84,5.75,60,,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-16 13:00:00 +0000 UTC,75.52,73.94,77.22,1020,82,4.61,50,,100,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2022-07-16 14:00:00 +0000 UTC,76.17,74.95,79.21,1020,79,8.01,55,11.99,75,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
